"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
20996,"MNJLCLCC05","SJ","State Joint","Subcommittee on Claims","Subcommittee","Joint Legislative Coordinating Commission","MNJLCLCC",15,"Minnesota","State Office Building","75 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-0099","","","http://www.commissions.leg.state.mn.us/claims/claims.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21003,"MNJCLOH","SJ","State Joint","Joint Council on Lessard-Sams Outdoor Heritage","Committee","","",15,"Minnesota","Room 95 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 284-6430","(651) 297-3697","lsohc@lsohc.leg.mn","http://www.lsohc.leg.mn/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21004,"NJJCHA","SJ","State Joint","Joint Committee on Housing Affordability","Committee","","",31,"New Jersey","State House","125 West State Street","Trenton","NJ","08625","(609) 847-3875","","","http://www.njleg.state.nj.us/committees/joint.asp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21006,"AKHCE","SH","State House","House Committee on Education","Committee","","",17,"Alaska","Room 106 State Capitol","120 4th Street","Juneau","AK","99801-1182","(907) 465-3725","","","http://www.legis.state.ak.us/basis/get_com_info.asp?comm=HEDC&session=30","Drummond","Harriet","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21127,"CAASCD","SH","State House","Assembly Select Committee on Disabilities","Committee","","",20,"California","Room 2141 State Capitol","1303 Tenth Street PO Box 942849","Sacramento","CA","95814","(916) 319-2002","","","http://disabilities.assembly.ca.gov/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21135,"CAASCRAWC","SH","State House","Assembly Select Committee on Regional Approaches to Address the State's Water Crisis","Committee","","",20,"California","Room 4162 State Capitol","1303 Tenth Street PO Box 942849","Sacramento","CA","95814","(916) 319-2032","","","http://water.assembly.ca.gov/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21147,"MAJCR","SJ","State Joint","Joint Committee on Rules","Committee","","",13,"Massachusetts","Room 312-C","24 Beacon Street","Boston","MA","02133","(617) 722-1440","","","http://malegislature.gov/Committees/Detail/J40","Montigny","Mark","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21148,"UTJICBL","SJ","State Joint","Joint Interim Committee on Business and Labor","Committee","","",45,"Utah","Room 210 Capitol Complex","","Salt Lake City","UT","84114","(801) 538-1032","","","http://le.utah.gov/asp/interim/Commit.asp?Year=2017&Com=INTBUS","Bramble","Curtis","S.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21149,"UTJICE","SJ","State Joint","Joint Interim Committee on Ethics","Committee","","",45,"Utah","Capitol Complex","","Salt Lake City","UT","84114","(801) 538-1032","","","http://le.utah.gov/asp/interim/Commit.asp?Year=2016&Com=INTETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22190,"SCHCWM20","SH","State House","Subcommittee on Healthcare","Subcommittee","House Committee on Ways and Means","SCHCWM",41,"South Carolina","Room 525 Blatt Building","1105 Pendleton Street","Columbia","SC","29201","(803) 734-3144","","","http://www.scstatehouse.gov/committee.php?chamber=H#way","Smith","Murrell","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22227,"LASSCGCF","SS","State Senate","Senate Select Oversight Committee of the Gulf Coast Claims Facility","Committee","","",10,"Louisiana","State Capitol","PO Box 94183 Louisiana Senate","Baton Rouge","LA","70804-4183","(225) 342-0654","","","http://senate.legis.state.la.us/GulfCoastClaims/Default.asp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22228,"LASSCHS05","SS","State Senate","Select Subcommittee on Capitol Security","Subcommittee","Senate Select Committee on Homeland Security","LASSCHS",10,"Louisiana","State Capitol","PO Box 94183 Louisiana Senate","Baton Rouge","LA","70804-4183","(225) 342-2427","","","http://senate.la.gov/CapitolSecurity/Default.asp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22232,"CAASCDPYD","SH","State House","Assembly Select Committee on Delinquency Prevention and Youth Development","Committee","","",20,"California","State Capitol","1303 Tenth Street","Sacramento","CA","95814","(916) 319-2009","","","http://assembly.ca.gov/delinquencyprevention","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22233,"CAASCHT","SH","State House","Assembly Select Committee on California's High Technology","Committee","","",20,"California","State Capitol","1303 Tenth Street","Sacramento","CA","95814","(916) 319-2022","","","http://assembly.ca.gov/hightechnology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22234,"CAASCHL","SH","State House","Assembly Select Committee on Homelessness","Committee","","",20,"California","State Capitol","1303 Tenth Street","Sacramento","CA","95814","(916) 319-2054","","","http://assembly.ca.gov/homelessness","Gray","Adam","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22239,"CAASCSHDCS","SH","State House","Assembly Select Committee on State Hospital and Developmental Center Safety","Committee","","",20,"California","Room 360A Legislative Office Building","1020 N Street","Sacramento","CA","95814","(916) 319-3990","(916) 319-3884","","http://hospitalsafety.assembly.ca.gov/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22240,"CAASCOA","SH","State House","Assembly Select Committee on Sustainable and Organic Agriculture","Committee","","",20,"California","Room 5160 State Capitol","1303 Tenth Street","Sacramento","CA","95814","(916) 319-2004","(916) 319-2104","","http://organicagriculture.assembly.ca.gov/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22242,"CAASCSBMC","SH","State House","Assembly Select Committee on the Status of Boys and Men of Color","Committee","","",20,"California","State Capitol","1303 Tenth Street","Sacramento","CA","95814","(916) 319-2059","","","http://assembly.ca.gov/statusofboysandmenofcolor","Jones-Sawyer","Reggie","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22246,"MIHCAA85","SH","State House","Subcommittee on State Police","Subcommittee","House Committee on Appropriations","MIHCAA",14,"Michigan","Room 426 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-8080","","","http://house.mi.gov/MHRPublic/CommitteeInfo.aspx?comkey=322","Miller","Aaron","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22247,"MIHCAA55","SH","State House","Subcommittee on Joint Capital Outlay","Subcommittee","House Committee on Appropriations","MIHCAA",14,"Michigan","Room 352 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-2115","","","http://house.mi.gov/MHRPublic/CommitteeInfo.aspx?comkey=316","Inman","Larry","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22248,"MIHCAA70","SH","State House","Subcommittee on Military and Veterans Affairs","Subcommittee","House Committee on Appropriations","MIHCAA",14,"Michigan","Room 352 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-8080","","","http://house.mi.gov/MHRPublic/CommitteeInfo.aspx?comkey=319","Bizon","John","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21154,"AZJABSLAP","SJ","State Joint","Joint Advisory Board of Arizona State Library, Archives and Public Records","Committee","","",18,"Arizona","Capitol Complex","1700 West Washington Street","Phoenix","AZ","85007-2890","(602) 926-4221","","","http://www.azleg.gov/icommittee/Advisory%20Board%20of%20Arizona%20State%20Library%20Archives%20and%20Public%20Records.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21159,"AZJCDR","SJ","State Joint","Joint Committee on Domestic Relations","Committee","","",18,"Arizona","Capitol Complex","1700 West Washington Street","Phoenix","AZ","85007-2890","(602) 926-3559","","","http://www.azleg.gov/FormatDocument.asp?inDoc=/icommittee/Domestic+Relations+Committee%2Edoc.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21160,"AZJCES","SJ","State Joint","Joint Commission on Education of the States","Committee","","",18,"Arizona","Capitol Complex","1700 West Washington Street","Phoenix","AZ","85007-2890","(602) 926-4221","","","http://www.azleg.gov/icommittee//Education%20Commission%20of%20the%20States.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21170,"AZJCSSPO","SJ","State Joint","Joint Committee on School Safety Program Oversight","Committee","","",18,"Arizona","Capitol Complex","1700 West Washington Street","Phoenix","AZ","85007-2890","(602) 926-4221","","","http://www.azleg.gov/FormatDocument.asp?inDoc=/icommittee/School+Safety+Program+Oversight+Committee%2Edoc.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
