"OFCID","OFCTYPE","TYPEDESCR","OFCNAME","OFCSTATE","STATENAME","OFCORDER","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","OFFICERLNAME","OFFICERFNAME","OFFICERMNAME","SDLNAME","SDFNAME","SDMNAME","SDTITLE","SDPHONE","SDEMAIL","GCLNAME","GCFNAME","GCMNAME","GCTITLE","GCPHONE","GCEMAIL","LDLNAME","LDFNAME","LDMNAME","LDTITLE","LDPHONE","LDEMAIL","PSLNAME","PSFNAME","PSMNAME","PSTITLE","PSPHONE","PSEMAIL"
580,"SS","State Senate","Senate Minority Leader",36,"Ohio",5,"3rd Floor Statehouse","One Capitol Square","Columbus","OH","43215","(614) 466-4583","","Yuko@ohiosenate.gov","http://www.legislature.ohio.gov/legislators/leadership","Yuko","Kenneth","E.","","","","","","","","","","","","","","","","","","","","","","","",""
581,"SS","State Senate","Senate Assistant Minority Leader",36,"Ohio",6,"Second Floor Senate Building","1 Capitol Square","Columbus","OH","43215","(614) 466-5131","","http://www.ohiosenate.gov/tavares/contact","http://www.legislature.ohio.gov/legislators/leadership","Tavares","Charleta","B.","","","","","","","","","","","","","","","","","","","","","","","",""
582,"SS","State Senate","Senate Minority Whip",36,"Ohio",7,"Ground Floor Senate Building","1 Capitol Square","Columbus","OH","43215","(614) 466-5204","","http://www.ohiosenate.gov/brown/contact","http://www.legislature.ohio.gov/legislators/leadership","Brown","Edna","R.","","","","","","","","","","","","","","","","","","","","","","","",""
583,"SS","State Senate","Senate Assistant Minority Whip",36,"Ohio",8,"Ground Floor Senate Building","1 Capitol Square","Columbus","OH","43215","(614) 466-5980","","http://ohiosenate.gov/thomas/contact","http://www.legislature.ohio.gov/legislators/leadership","Thomas","Cecil","","","","","","","","","","","","","","","","","","","","","","","","",""
584,"SH","State House","Speaker of the House",36,"Ohio",1,"13th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-1366","(614) 719-6987","http://www.ohiohouse.gov/ryan-smith/contact","https://www.legislature.ohio.gov/legislators/leadership","Smith","Ryan","","","","","","","","","","","","","","","","","","","","","","","","",""
585,"SH","State House","Speaker Pro Tempore of the House",36,"Ohio",2,"14th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-1474","(614) 719-0003","http://www.ohiohouse.gov/kirk-schuring/contact","https://www.legislature.ohio.gov/legislators/leadership","Schuring","Kirk","","","","","","","","","","","","","","","","","","","","","","","","",""
586,"SH","State House","House Majority Floor Leader",36,"Ohio",3,"13th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-8258","(614) 719-3584","","http://www.ohiohouse.gov/members/majority-leadership","Seitz","Bill","J.","","","","","","","","","","","","","","","","","","","","","","","",""
587,"SH","State House","House Assistant Majority Floor Leader",36,"Ohio",4,"14th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-6344","(614) 719-3977","http://www.ohiohouse.gov/sarah-latourette/contact","https://www.legislature.ohio.gov/legislators/leadership","LaTourette","Sarah","","","","","","","","","","","","","","","","","","","","","","","","",""
588,"SH","State House","House Majority Whip",36,"Ohio",5,"14th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-8147","(614) 719-6983","","https://www.legislature.ohio.gov/legislators/leadership","Patton","Thomas","F.","","","","","","","","","","","","","","","","","","","","","","","",""
589,"SH","State House","House Assistant Majority Whip",36,"Ohio",6,"13th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-1374","(614) 719-6981","http://www.ohiohouse.gov/bill-reineke/contact","https://www.legislature.ohio.gov/legislators/leadership","Reineke","Bill","","","","","","","","","","","","","","","","","","","","","","","","",""
590,"SH","State House","House Minority Leader",36,"Ohio",7,"10th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-1607","(614) 719-6967","http://www.ohiohouse.gov/fred-strahorn/contact","http://www.legislature.ohio.gov/legislators/leadership","Strahorn","Fred","W.","","","","","","","","","","","","","","","","","","","","","","","",""
591,"SH","State House","House Assistant Minority Leader",36,"Ohio",8,"11th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-3485","(614) 719-3911","http://www.ohiohouse.gov/nicholas-j-celebrezze/contact","http://www.legislature.ohio.gov/legislators/leadership","Celebrezze","Nicholas","J.","","","","","","","","","","","","","","","","","","","","","","","",""
592,"SH","State House","House Minority Whip",36,"Ohio",9,"10th Floor Vern Riffe Center","77 South High Street","Columbus","OH","43215-6111","(614) 466-3100","(614) 719-6944","http://www.ohiohouse.gov/emilia-strong-sykes/contact","https://www.legislature.ohio.gov/legislators/leadership","Sykes","Emilia","Strong","","","","","","","","","","","","","","","","","","","","","","","",""
594,"SS","State Senate","President of the Senate",35,"North Dakota",1,"Dept. 101 State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-2200","(701) 328-2205","governor@state.nd.us","http://www.legis.nd.gov/assembly/65-2017/members/leadership/senate","Sanford","Brent","","","","","","","","","","","","","","","","","","","","","","","","",""
595,"SS","State Senate","President Pro Tempore of the Senate",35,"North Dakota",2,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","galee@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/senate","Lee","Gary","A.","","","","","","","","","","","","","","","","","","","","","","","",""
596,"SS","State Senate","Senate Majority Leader",35,"North Dakota",4,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","rwardner@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/senate","Wardner","Rich","","","","","","","","","","","","","","","","","","","","","","","","",""
597,"SS","State Senate","Senate Assistant Majority Leader",35,"North Dakota",5,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","jklein@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/senate","Klein","Jerry","J.","","","","","","","","","","","","","","","","","","","","","","","",""
598,"SS","State Senate","Senate Minority Leader",35,"North Dakota",6,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","jheckaman@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/senate","Heckaman","Joan","M.","","","","","","","","","","","","","","","","","","","","","","","",""
599,"SS","State Senate","Senate Assistant Minority Leader",35,"North Dakota",7,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","jgrabinger@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/senate","Grabinger","John","","","","","","","","","","","","","","","","","","","","","","","","",""
600,"SH","State House","Speaker of the House",35,"North Dakota",1,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","lbellew@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/house","Bellew","Larry","","","","","","","","","","","","","","","","","","","","","","","","",""
601,"SH","State House","House Majority Leader",35,"North Dakota",2,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","acarlson@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/house","Carlson","Al","","","","","","","","","","","","","","","","","","","","","","","","",""
602,"SH","State House","House Assistant Majority Leader",35,"North Dakota",3,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","dwvigesaa@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/house","Vigesaa","Don","","","","","","","","","","","","","","","","","","","","","","","","",""
603,"SH","State House","House Minority Leader",35,"North Dakota",4,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","crmock@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/house","Mock","Corey","R.","","","","","","","","","","","","","","","","","","","","","","","",""
604,"SH","State House","House Assistant Minority Leader",35,"North Dakota",5,"State Capitol","600 East Boulevard Avenue","Bismarck","ND","58505-0360","(701) 328-3375","(701) 328-1997","crmock@nd.gov","http://www.legis.nd.gov/assembly/65-2017/members/leadership/house","Hogan","Kathy","","","","","","","","","","","","","","","","","","","","","","","","",""
605,"SS","State Senate","Senate Temporary President of the Senate",33,"New York",1,"Room 330 State Capitol Building","","Albany","NY","12247","(518) 455-2071","(518) 426-6904","flanagan@nysenate.gov","http://www.nysenate.gov/senate-leadership","Flanagan","John","J.","","","","","","","","","","","","","","","","","","","","","","","",""
606,"SS","State Senate","Deputy Majority Leader for Legislative Operations",33,"New York",2,"Room 416 Senate Capitol Building","","Albany","NY","12247","(518) 455-3511","","jdefranc@nysenate.gov","http://www.nysenate.gov/senate-leadership","DeFrancisco","John","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1063,"SH","State House","House Minority Floor Leader",9,"Kentucky",6,"Room 472 Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-5565","","Rocky.Adkins@lrc.ky.gov","http://www.lrc.ky.gov/House.htm","Adkins","Rocky","","","","","","","","","","","","","","","","","","","","","","","","",""
1064,"SH","State House","House Minority Whip",9,"Kentucky",8,"Room 472 Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-5565","","wilson.stone@lrc.ky.gov","http://www.lrc.ky.gov/House.htm","Stone","Wilson","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1065,"SH","State House","House Minority Caucus Chair",9,"Kentucky",7,"Room 472 Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-5565","","dennis.keene@lrc.ky.gov","http://www.lrc.ky.gov/House.htm","Keene","Dennis","","","","","","","","","","","","","","","","","","","","","","","","",""
1066,"SH","State House","House Minority Leader",22,"Connecticut",45,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","Themis.Klarides@housegop.ct.gov","http://www.cthousegop.com/klarides/main/","Klarides","Themis","","","","","","","","","","","","","","","","","","","","","","","","",""
1067,"SH","State House","House Deputy Minority Leader",22,"Connecticut",46,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","Vincent.Candelora@housegop.ct.gov","http://www.cthousegop.com/candelora/main/","Candelora","Vincent","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1068,"SH","State House","House Deputy Minority Leader At Large",22,"Connecticut",47,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","Laura.Hoydick@housegop.ct.gov","http://www.cthousegop.com/hoydick/main/","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1069,"SH","State House","House Deputy Minority Leader At Large",22,"Connecticut",48,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","Tom.ODea@housegop.ct.gov","http://www.cthousegop.com/odea/main/","O'Dea","Thomas","P.","","","","","","","","","","","","","","","","","","","","","","","",""
1071,"SH","State House","House Minority Whip",22,"Connecticut",55,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","rosa.rebimbas@housegop.ct.gov","http://www.cthousegop.com/rebimbas/main/","Rebimbas","Rosa","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1072,"SH","State House","House Chief Minority Whip",22,"Connecticut",52,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","John.Piscopo@housegop.ct.gov","http://www.cthousegop.com/piscopo/main/","Piscopo","John","E.","","","","","","","","","","","","","","","","","","","","","","","",""
1073,"SH","State House","House Minority Whip",22,"Connecticut",55,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","whit.betts@housegop.ct.gov","http://www.cthousegop.com/betts/main","Betts","Whit","","","","","","","","","","","","","","","","","","","","","","","","",""
1074,"SH","State House","House Minority Whip",22,"Connecticut",58,"room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","David.Labriola@housegop.ct.gov","http://www.cthousegop.com/labriola/main","Labriola","David","K.","","","","","","","","","","","","","","","","","","","","","","","",""
1075,"SH","State House","House Assistant Minority Leader",22,"Connecticut",65,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","Christie.Carpino@housegop.ct.gov","http://www.cthousegop.com/carpino/main/","Carpino","Christie","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1076,"SS","State Senate","Senate President",13,"Massachusetts",1,"Room 333 State House","24 Beacon Street","Boston","MA","02133","(617) 722-1544","(617) 722-1357","Harriette.Chandler@masenate.gov","http://malegislature.gov/Legislators/Leadership/Senate","Chandler","Harriette","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1077,"SH","State House","House Minority Whip",22,"Connecticut",57,"Room 4200 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8700","","david.rutigliano@cga.ct.gov","http://www.cthousegop.com/rutigliano/main","Rutigliano","David","J.","","","","","","","","","","","","","","","","","","","","","","","",""
610,"SS","State Senate","Senate Deputy Majority Leader for Policy",33,"New York",16,"Room 612 Legislative Office Building","188 State Street","Albany","NY","12247","(518) 455-3334","(515) 426-6921","griffo@nysenate.gov","http://www.nysenate.gov/senator/joseph-griffo","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
