"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","BIOTYPE","SOURCE","BIODATE","DOCUMENT"
In 1988, Dina was elected to represent the people of District Seven in the Nevada State Senate, serving as the Democratic Minority Leader from 1993 to 2008. During her service in the Legislature, Dina was a champion for quality education and renewable energy development, and a strong advocate on behalf of Nevada's children, seniors, and persons with disabilities.

Dina has received numerous awards from various state and local organizations, but one of her proudest moments came in 2006 with the dedication of the Dina Titus Estates, an innovative affordable housing complex for disabled Nevadans, named in recognition of Dina's tireless advocacy.

Currently in her fourth term in the U.S. House of Representatives, Dina is a member of the House Committee on Transportation and Infrastructure and its Aviation, Highways and Transit, and Water Resources and Environment Subcommittees.  She also serves on the House Foreign Affairs Committee and its Terrorism, Nonproliferation, and Trade, and Asia and the Pacific Subcommittees.  She is also a member of the Senior Whip Team and the Steering and Policy Committee for the minority and serves on a number of caucuses, including the USO Caucus, the Congressional Animal Protection Caucus, the Hellenic Caucus, and as Co-Chair of the I-11 Caucus, the Democratic Chair of the House Travel and Tourism Caucus, and the co-chair of the House RV Caucus. 

Dina grew up in the small town of Tifton, Georgia, with her parents, Joe and Betty Titus, and her younger sister, Dr. Rho Hudson, who is a professor of special education and founding faculty member of Nevada State College. Dina is a graduate of the College of William and Mary, holds a Master's degree from the University of Georgia, and earned her Doctorate at Florida State University.

Dina has been married to Professor Thomas C. Wright for over 35 years. Tom, a Latin American historian, received the prestigious UNLV Distinguished Professor award in 2008 and is the author of a number of award-winning books, most notably on political exile and human rights. John Wright Hall on campus is named for his father, pioneer professor at UNLV."

22019,197540,"FL","H","NV","02","","Mark","Amodei","E.","Rep.","","US Representative","Narrative Bio","",2018-06-12 00:00:00,"MARK E. AMODEI

Republican of Carson City, Nev.

Elected to the 112th Congress on September 13, 2011

BORN-

Carson City, June 12, 1958

EDUCATION- 

Bachelors of Arts, University of Nevada, Reno, 1980

Juris Doctor, University of Pacific, McGeorge School of Law, 1983

EXPERIENCE-

Lawyer, sole practitioner, 2009-Present

President, Nevada Mining Association, 2007-2008

Lawyer, Kummer, et al., 2004-2007

Lawyer, Allison, MacKenzie, et al., 1987-2004

Lawyer, United States Army, Judge Advocate General Corps, 1983-1987

Nevada State Assembly, 1996-1998

Nevada State Senate, 1998-2010

President Pro Tempore, Nevada State Senate, 2003-2008

Member, Colorado River Commission

Member, Uniform State Law Commission

Member of Tahoe Regional Planning Agency Legislative Oversight Committee

CHILDREN-

Daughters Ryanne and Erin"

22022,462663,"FL","H","NY","03","","Thomas","Suozzi","R.","Rep.","","US Representative","Narrative Bio","",2017-02-17 00:00:00,"Tom Suozzi, a CPA and attorney, is the Congressman representing the Third Congressional District in New York. He serves on the House Foreign Affairs Committee, House Armed Services Committee, is Vice-Chair of the Problem Solvers Caucus and Co-Chair of the Quiet Skies Caucus.

Congressman Suozzi previously served as mayor of his hometown, Glen Cove, NY from 1994-2001 and as Nassau County Executive from 2002-2009. He is credited with ""turnarounds"" in both.

As a reformer and a problem solver, in 2004 Suozzi created FixAlbany.com in order to expose and root out corruption in New York state politics and get a cap on local Medicaid expenses. In 2005, he was honored as Governing Magazine's ""Public Official of the Year.""  In 2007, he was appointed to lead a state commission that proposed the first property tax cap, which has now become law. In 2008, the New York State League of Conservation Voters (NYLCV) named him ""Environmentalist of the Year.""

In 2010 Suozzi returned to the private sector as a ""Senior Advisor"" to investment banking firm Lazard and as ""of counsel"" at Harris Beach law firm. Prior to his time in elected office Suozzi worked as a litigator for Shearman & Sterling, law clerk to the Chief Judge of the Eastern District, and an auditor for Arthur Andersen & Co. He resides in Glen Cove with his wife Helene and three children Caroline (21), Joseph (18) and Michael (13)."
